,2008_110,2008_81,2008_140,2008_201,2008_60,2008_130,2008_121,2008_71,2008_90,2008_152,2008_170,2008_120,2008_80,2008_30,2008_150,2008_153,2008_11,2008_10,2008_61,2008_122,2008_50,2008_200,2008_70,2008_40,2008_180,2008_72,2008_12,2008_20,2008_220,2008_160,2008_202,2008_62,2008_151,2008_100,2008_210,2008_190
0,1215350.6402897085,0.0,0.0,0.0,65076527.12710542,1911063.3310196302,0.0,0.0,0.0,0.0,13931333.323042672,15853391.955824153,22494.52306662452,26451420.219605688,25054.557920415704,0.0,1306802.5989026232,581609.0898695758,2320476.2134955274,4260.172036345294,15659001.61069812,43559.2469006907,0.0,3602211.4360013395,3627432.046663859,0.0,0.0,24285.141041680956,0.0,30926.599483541668,0.0,308602551.50898224,0.0,2274728.6510079307,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20279.122362412592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1301198.1370643973,0.0,0.0,0.0,281374724.15793294,2799281.14552883,0.0,0.0,0.0,0.0,57751.62745005023,15520413.855240285,0.0,22404859.163353372,2086.7063531977356,0.0,48402209.36364577,8331394.283725096,6447299.61766549,8934291.94228715,8825751.376603043,25821.548442758125,0.0,31103984.695491966,47529761.859396145,0.0,695909.712379556,537185.5882546506,0.0,50930.299438051494,0.0,240947520.37637782,0.0,16361983.225938382,0.0,0.0
3,22778.9527479638,0.0,0.0,0.0,19963640.693838403,45226.92539274714,0.0,0.0,0.0,0.0,36449.76062494526,12815389.026187612,0.0,421800.5756443714,170.89687119420935,0.0,11591239.461391816,5577646.057492755,2964659.636709743,52250.87953664858,5486126.533243742,18.98395218963397,1139.2934163658765,453325.27399344504,4882618.031241329,0.0,78011.27970657882,24868.982886194997,0.0,67767.09707321171,0.0,2793290.673572071,0.0,4317540.635983644,0.0,0.0
4,83909.73861302345,0.0,0.0,856.4346556146919,2678.779376305556,470300.1886087678,0.0,0.0,0.0,48197.06376762044,0.0,7469684.723303928,0.0,3347.959873318143,69119.11345203576,28139.665415447555,0.0,1774.8423275780042,0.0,0.0,0.0,198782.31816673174,0.0,22772.324062497395,6710.428952848959,0.0,0.0,186.08318723234953,0.0,5358.220271368056,8569.561493467967,0.0,0.0,87891.3167710282,0.0,0.0
5,1055714.6731687596,0.0,0.0,0.0,273792071.43937117,4195236.476512481,0.0,0.0,0.0,0.0,0.0,68806281.93519105,0.0,20480557.504639156,0.0,0.0,5562454.132645866,5892062.067695267,2019863.9545288058,7790876.495834719,99897.20667982598,0.0,0.0,40266716.67412824,7707654.875074442,0.0,93.68409852105034,135372.9858017749,0.0,8546.587980842978,0.0,488548475.81807494,0.0,3054055.390089683,0.0,0.0
6,391502452.28968793,0.0,0.0,1118135.761502757,63834560.073312245,68549766.74002768,0.0,0.0,198925823.8826935,177063.3858471513,3101792.1638670396,1528472937.329949,0.0,163094165.44839743,855536.8005450383,11115.563932214913,31136560.699569903,70887515.27479184,2170843.238472178,1235768.4918174567,123925717.77311094,2728327.1963538667,0.0,117118847.06863827,136580814.00932094,0.0,349212.3365445162,3086668.121437828,0.0,8978173.655374406,3961.783088107422,227487502.4137236,0.0,326731432.77085453,0.0,0.0
7,164137769.11677077,0.0,0.0,0.0,289798694.4212388,427262.3157815712,0.0,0.0,0.0,0.0,15180115.572785944,170322.8920195563,0.0,8432817.395809572,28016.881853967687,0.0,2439098.1309004226,1605339.1300931717,0.0,1685.8686716818095,597137758.1135325,29173.42625918675,0.0,140098161.95248646,7889025.848147221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278247544.51086426,0.0,0.0
8,9595213.17810794,0.0,0.0,38476.08813026685,141895.19721827845,7107380.045970281,0.0,0.0,0.0,0.0,0.0,159611993.74352235,0.0,1553478.9165103254,3899.5631272146993,0.0,52842.16831770138,950638.7458654861,0.0,105172.28927251097,477566.0478740899,4828.08537527782,0.0,1788474.7727823814,4473563.859904485,0.0,0.0,60772.46321906122,0.0,762763.1481525729,0.0,4000627.5133964983,0.0,12232817.958169077,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6127.140556404473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,229257.5957036555,0.0,0.0,0.0,25584281.34021479,514278.35154988343,0.0,0.0,12760959.933393704,0.0,11160067.381230809,18515330.52072503,65208.22372114246,14847248.495101973,7201.236492284867,0.0,2829881.384353731,155889.7298607906,2843865.2328631105,7751.131318407383,4625540.096395719,20495.019031537104,0.0,22605201.710267894,4265677.494847841,0.0,979702.0445349213,382764.0684870118,0.0,1919330.6127447085,56.32908057561729,83748035.04370706,0.0,39586764.058027185,0.0,0.0
12,4124344.77483351,0.0,0.0,284.86334662817535,12226405.126114665,11238290.142146923,0.0,0.0,11964.986949084452,0.0,1598301.049253577,192370831.8420434,0.0,343963251.0956181,113.94793909598795,0.0,10755754.829761272,77451060.78458211,2115480.8366280477,6644617.558775192,267284953.06366715,151.93721834701745,27161.547723035477,99369529.2437469,136018436.3687825,0.0,9876.789206566204,2004882.3707705117,0.0,4116793.8294688007,0.0,986521905.7638607,0.0,22484065.91545384,0.0,0.0
13,15600338.53961868,0.0,0.0,0.0,453719587.28978634,10656378.991368467,0.0,0.0,0.0,0.0,206928.7352646768,982349759.6218017,0.0,56162188.95218368,87373.0167196477,0.0,52778913.76968374,79615952.67665608,4925250.741131276,18546229.069067694,9169445.860322239,187306.80322445213,0.0,10206388.725009032,3760968.9121398753,0.0,14018.413658835601,4427432.639421226,0.0,1277.6207619270833,0.0,973164867.0741581,0.0,51110581.30694835,0.0,0.0
14,4284233.648397172,0.0,0.0,5152.344427693449,9439680.801597271,15023844.604532683,0.0,0.0,0.0,107803.38351519917,138922.20669792496,1186603164.5700312,0.0,809576.9845000822,251827.0000136653,29458.581274200686,13949.014558865563,720321.9710230628,0.0,0.0,0.0,24332.894137502826,0.0,2855890.409345448,6386358.95241746,0.0,0.0,1332231.5165538352,0.0,0.0,0.0,158731143.59728083,0.0,30317646.3314035,0.0,0.0
15,30243272.461445063,0.0,0.0,408229.34950518573,0.0,14803796.23416059,0.0,0.0,136654.96622705195,5892.06322379244,722527.533757145,114169617.21386091,0.0,21050737.40358882,3131773.067474301,4758.111063536338,295272.8160132193,10864861.49163503,0.0,522603.6269271974,132898.80989585497,9401364.35029406,4127420.2417060407,43338371.502409026,2552802.528921329,0.0,0.0,1070455.9706141783,0.0,0.0,18862.562686745354,1836558.0192588943,0.0,9350664.738690672,0.0,0.0
