,2010_122,2010_60,2010_80,2010_70,2010_11,2010_30,2010_200,2010_160,2010_150,2010_130,2010_20,2010_62,2010_153,2010_12,2010_10,2010_152,2010_170,2010_50,2010_120,2010_220,2010_71,2010_151,2010_61,2010_40,2010_110,2010_210,2010_202,2010_140
0,4260.172036345294,64179763.47522053,25312.8853123044,0.0,1303572.6945201447,27122031.02610874,40380.71831629491,33741.587556941166,24834.288366540703,1914933.991262929,24378.451721378402,310726684.26325196,0.0,0.0,576564.0986249258,0.0,11519707.132892208,15541774.047515694,15940924.958085071,0.0,0.0,0.0,2333289.6005952163,3291442.954790807,1188649.5770583127,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20279.122362412592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8933297.351170573,276747986.5074664,0.0,0.0,47645244.22729304,22489765.177267876,25766.7085188778,53760.048163233885,2086.7063531977356,2803168.133186492,539808.8827581283,236395520.80817038,0.0,706644.6111221495,8256677.857822483,0.0,57751.62745005023,8641824.499583116,15383793.201338839,0.0,0.0,0.0,6225716.9069344485,31098143.74127805,1268789.2252155943,0.0,0.0,0.0
3,52250.87953664858,19849788.230710927,0.0,1139.2934163658765,11584025.59444952,415819.8590596093,18.98395218963397,77444.56965700228,170.89687119420935,44429.60825451185,24868.982886194997,2774780.987741701,0.0,74690.53085883254,5573374.0656769285,0.0,34740.971581597674,5969023.142660242,12818654.64301162,0.0,0.0,0.0,2961129.2749675508,416312.4503873241,22779.038004204172,0.0,0.0,0.0
4,0.0,2678.779376305556,0.0,0.0,0.0,3347.959873318143,184902.50653881376,5358.220271368056,71317.79803095656,467989.5054732644,186.08318723234953,0.0,28363.159594957175,0.0,1027.2315075620297,49128.30675687642,0.0,0.0,7462810.509457737,0.0,0.0,0.0,0.0,22772.324062497395,15445.038134873696,0.0,4838.099425553385,0.0
5,7771112.013877808,277768228.10348666,0.0,0.0,5561121.382135848,20274333.448353313,0.0,8546.587980842978,0.0,4191416.0059704757,134161.1562054842,493655083.2711762,0.0,93.68409852105034,5887274.577002057,0.0,0.0,87481.46880450525,68661938.9892651,0.0,0.0,0.0,1932225.5006767886,39602514.42492162,1052222.9899083262,0.0,0.0,0.0
6,1235768.4918174567,64388490.90712539,0.0,0.0,30758228.20620453,163106753.19896454,2430546.8215425406,8951471.790190795,898796.5970951498,68635808.56919679,3098246.1449258584,230577059.52941427,11343.153502540934,349877.03010316537,70727756.9676801,178847.93422822372,2593141.8750786567,124197252.88801184,1529028431.3498614,0.0,0.0,0.0,2168697.965844656,117130268.0478466,391102942.0968689,0.0,3885.9454963012427,0.0
7,1685.8686716818095,284230084.2511332,0.0,0.0,2432503.0624999697,8420147.755069293,26031.45840127012,0.0,27503.29924783507,54516.19831714863,0.0,0.0,0.0,0.0,1565231.8911051168,0.0,13030344.111680895,591376720.8542829,102441.26527723683,0.0,0.0,0.0,0.0,139894672.99299777,163471542.48041543,0.0,0.0,0.0
8,105172.28927251097,124749.10285820925,0.0,0.0,53220.66004906416,1545338.5236104722,4297.936171055513,762763.1481525729,7004.2540975194115,7095651.400499395,60961.78603515524,3800723.9034145973,0.0,0.0,950355.6179947393,0.0,0.0,483907.22776339785,159721471.94182244,0.0,0.0,0.0,0.0,1783767.865162309,9594531.282387942,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6127.140556404473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,7751.131318407383,25698420.909941923,51004.56370892332,0.0,2822239.216177233,14803222.697966566,13173.411803189067,1820074.1566308655,7126.199713739005,513824.0860766754,379865.7517521444,83750777.4126395,0.0,929180.2874397304,150893.25158187898,0.0,9461229.141930545,4659870.485954976,18435707.397781793,0.0,0.0,0.0,2840978.8881374467,21402156.55208725,220271.7558245302,0.0,0.0,0.0
12,6652299.4509760775,12120415.279277546,0.0,26876.63035379054,10706275.210064467,343472299.5172559,37.98229720339326,4173796.050727547,113.94793909598795,11210120.611126725,2001368.8578773716,996841088.3423985,0.0,9781.813030671983,75917223.12303367,0.0,1415106.8462518505,272760349.387182,192289026.6982342,0.0,0.0,0.0,2316043.665855539,97559887.23803096,4116461.799210224,0.0,0.0,0.0
13,18443126.80919298,466925654.2506306,0.0,0.0,52812654.01604326,55800055.692611955,186189.23382102698,1277.6207619270833,87267.26442532026,10547658.148399943,4425146.257826342,976392524.4974512,0.0,14723.779583473672,79552316.97268866,0.0,206928.7352646768,9373057.778123919,975824937.068869,0.0,0.0,0.0,5368704.230451227,7190250.6320633385,14364083.05381616,0.0,0.0,0.0
14,0.0,10010849.258654429,0.0,0.0,16583.29965934375,828650.8872671518,22935.52186455004,0.0,188277.27493146487,15094225.114242347,1369071.5038210885,159100260.99172765,29420.76601915473,0.0,732254.7849994154,107576.37143991886,138922.20669792496,0.0,1186134211.4000401,0.0,0.0,0.0,0.0,2898970.3365016407,4024703.818453873,0.0,0.0,0.0
15,523392.78113348933,0.0,0.0,3415251.794256076,299033.4186660878,21046630.347090516,8456429.61863429,0.0,2976869.2745061163,14483729.944073997,982413.3327272718,1857764.193109234,2999.555102859567,0.0,10863941.81108818,5524.747368431882,473380.3439970475,132898.80989585497,111300729.69740474,0.0,0.0,0.0,0.0,42833247.888609044,30366577.023397133,0.0,1610.395508908059,0.0
16,0.0,0.0,0.0,0.0,0.0,6026.7764314270835,3602291.3275601137,0.0,188823.88130000327,489648.12543228123,14145.160975358316,6709.032929001736,3871.495222721789,0.0,559.4139027605976,0.0,93620.39056998439,0.0,2049635.2899770634,0.0,0.0,0.0,0.0,226307.8879812483,482241.2064915464,0.0,74.44238868649933,0.0
17,1711.8138897134934,2342892.3641962875,0.0,0.0,98632.70697754192,1416.0569041620372,0.0,0.0,0.0,9980.828956970874,0.0,0.0,0.0,0.0,2234.482955913508,0.0,48024.024142269394,24582237.60120788,162631.7292986759,0.0,0.0,0.0,0.0,792081.1165262024,26873.292217658567,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15651.19262794096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,118337.73443498452,13564315.374525292,0.0,0.0,12483587.823572649,526534.7810303366,0.0,81460.7753516341,0.0,4364448.780033872,948.5397808815737,4398844.217734542,0.0,1003575.5478635743,1681798.758165977,0.0,43384.700356741785,2186970.5752926194,17391346.340519916,0.0,0.0,0.0,1275987.8414874459,742314.6157035596,32417.369257529303,0.0,0.0,0.0
20,2621.1257615302507,2400076.9420366855,0.0,0.0,3044622.3855535802,100223514.36743584,0.0,11747121.687671814,0.0,6015918.686327773,0.0,237555234.85022756,0.0,0.0,3285020.4540997716,0.0,56205116.33874611,8950247667.669493,47358508.72068522,0.0,0.0,0.0,0.0,36735542.87916776,18684088.744543,0.0,0.0,0.0
21,0.0,40717.5825542204,0.0,0.0,569415.888888895,31826100.48196687,0.0,0.0,0.0,2278.387341071639,0.0,5933094.987842544,0.0,0.0,282991.42027913587,0.0,10405395.60985545,902055130.2472789,60258.439041348196,0.0,0.0,0.0,0.0,3215574.0033397577,11392.033168711721,0.0,0.0,0.0
