,2020_10,2020_120,2020_30,2020_40,2020_190,2020_100,2020_130,2020_81,2020_20,2020_72,2020_220,2020_71,2020_140,2020_170,2020_12,2020_180,2020_110,2020_61,2020_50,2020_62,2020_60,2020_11,2020_210,2020_90,2020_80,2020_160,2020_70,2020_82,2020_200,2020_150
0,1543810.6979900869,22800450.426673956,50372773.19106986,16402194.060257856,0.0,31218793.387937907,2941348.9466805635,0.0,0.0,0.0,0.0,0.0,0.0,35689725.046502255,0.0,3180056.6825242597,7989422.064269275,0.0,4481085499.1899395,121206944.35395946,13848853.45693341,1641750.8350288547,0.0,0.0,0.0,5883056.745445393,0.0,0.0,0.0,0.0
1,26814757.064717732,3459199445.590953,194019126.8112674,238958445.005096,0.0,35730887.62709648,67368048.18452735,0.0,0.0,0.0,0.0,0.0,0.0,99174669.6357369,8426.96910283061,8742760.179169502,9292657.473427577,0.0,3023267056.83186,0.0,2888314586.612984,102952058.75519659,0.0,1639984975.8682122,11201232.139169639,2034453.1367324116,773735510.4647008,0.0,2787445.387021499,134875.01086940267
2,2174882.7102641365,937549.8828711883,15785929.750431577,143231988.4799414,0.0,53402753.47115394,3686936.44041823,0.0,0.0,0.0,0.0,0.0,0.0,8268633.395608406,1564.7298968186064,2388629.476748139,6895036.308372881,0.0,947061220.6220539,0.0,114904575.9066636,326078.5020534086,0.0,11515.97414158219,66749.8176049738,2415102.3766882587,0.0,0.0,608.7451419561572,814.3154438622804
3,555948554.2812327,159688996.30498055,625287446.5350062,625955056.4030696,0.0,817805738.8880945,54463293.44245981,58463.89282692286,337783969.605179,11673.606205222655,0.0,141358.0322736889,0.0,37586508.02442003,6315886.269736586,28458131.167931866,22694457.189469807,111792914.29201923,1178181309.6845245,0.0,2195995412.7951674,18021058.381713595,0.0,292438.6261844974,5957396.553400403,799104.2391469403,634361228.7502179,0.0,3484714.80544066,1068040.7470890468
4,11144405.512042934,107116.04653329156,7092521.177849456,3891612.570315016,0.0,31068428.304090314,18263.621325109427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75013241.47595316,1460683.2354967175,0.0,0.0,0.0,12530013.232393615,1232041.4968767064,0.0,96196492.46229808,9123.311096908035,64103.3552812383,578385451.9786223,0.0,39126.979366837106,875435.5832736952
5,2911168.0724543403,2110.8119257252783,258374600.11886418,201499548.72068715,0.0,5920645.773155458,6284.069077065843,0.0,24566.092896116363,0.0,0.0,0.0,0.0,105778192.94108924,114319.92223614527,0.0,12336920.817054557,0.0,7601463268.279515,0.0,0.0,1979994.5465692296,0.0,0.0,55353.85801138321,189596952.66843772,0.0,0.0,1048.4578255078393,1492111.3555551162
