,2005_140,2005_40,2005_210,2005_220,2005_30,2005_110,2005_180,2005_80,2005_60,2005_120,2005_150,2005_200,2005_130,2005_160,2005_20,2005_10,2005_100,2005_90,2005_190,2005_70,2005_170,2005_50
0,0.0,21224602.377680134,0.0,0.0,50334391.23326386,9349638.53308802,3069422.5264172847,0.0,962774.1818382109,23682744.187524453,0.0,0.0,3010997.2823299496,5884956.02517937,0.0,1652995.892465791,30201070.362193048,0.0,0.0,0.0,34963828.58261926,4475583578.37075
1,0.0,247227321.0704922,0.0,0.0,192597799.729767,9080504.713011011,8568216.119553981,10302829.253400702,2887000453.794333,3466863949.7691903,127001.75001656932,2774413.8826995785,66470466.29276545,1899022.3095751735,0.0,27136360.584550414,29206684.96514752,1667961060.9406457,0.0,773451957.0998856,99067126.93808882,3039504247.149341
2,0.0,137407391.54922315,0.0,0.0,15799157.063241886,6939424.548718005,2292280.701674455,2329.6841766201173,111353820.5899094,928640.0976469626,276.44107183961466,377.76880295592207,3576893.641561497,2390199.874714256,0.0,2205660.4506702144,30534284.982608985,10632.394479547682,0.0,0.0,7900263.81481805,1016825840.8273565
3,0.0,722806619.3048526,0.0,0.0,678917869.9604478,22687412.25011471,56983228.70071403,5153824.838228682,2119291903.557912,167847314.55087957,1304157.7429265764,3502671.269252871,55566773.73458044,801220.0667454528,342213678.6287248,565209739.4183385,738330533.9376688,216254.0849046222,0.0,622605989.0251534,36505187.283767596,1172080335.4549186
4,0.0,3307515.1246730406,0.0,0.0,5372114.293280898,680693.2535987081,74844493.9714094,7819.751957004582,12119276.448661696,15045.139412666736,1079935.4754179332,17202.638128787537,4221.067582551806,40746.63713508984,0.0,10842736.025395062,25085259.252205543,100939715.31362812,0.0,588196981.5980011,0.0,0.0
5,0.0,197444565.50145307,0.0,0.0,279704056.7397642,12680621.466928292,0.0,27217.014177949757,0.0,28835.994270751435,1477703.1083833307,1048.4578255069055,5584.4038250267295,192411516.28118107,20029.572983538717,2974531.5595216583,4619255.6354118455,0.0,0.0,0.0,105005846.2574571,7310065633.970064
