,2004
0,5286413165.769185
1,516972.76114546903
2,371283717.9356622
3,35820086.68589047
4,2002578978.178729
5,6151645958.229099
6,1740980963.352814
7,4045031532.0778656
8,4314002677.998733
9,386463.65215408045
10,745715.1212334493
11,4684158872.495693
12,1091922573.3784544
13,1371209037.3533063
14,3877316657.806485
15,134061996.41408464
16,10416940.668916557
17,17018656.98297539
18,7825.596313970133
19,37658144.18758094
20,4768071556.062174
21,484897694.88642347
22,1667957006.7255805
23,12823373.206505304
24,5458422352.573976
25,34724444493.199745
26,6368548856.280361
27,7513059736.231669
28,10917367438.74331
29,286861202.0950728
30,195739444.3070099
31,1863525611.8554459
32,64080904.2721928
33,201852511.56370607
34,489356129.0662288
35,1303866742.9038138
36,54593973.82282505
37,44718610.82599243
38,3913821050.818148
39,2485566408.5870285
40,9189.378885673708
41,440870590.04706764
42,536482616.657489
43,770929726.9945966
44,4678178848.184362
45,396754207.12048244
46,233602416.4803844
47,1212932653.750567
48,1083334504.893411
49,354694714.9310097
50,43236769.06742182
51,2743451591.840315
52,1534161894.5446877
53,236863.44615404215
54,2489113397.923736
55,492207555.1594952
56,799763300.3240205
57,12301438.140186887
58,440687842.97767025
59,2204553.3252455927
60,2908748.9064841988
61,820245503.7106487
62,5078317.581053136
63,152722821.59567416
64,2731759.060743233
65,1166616.099717598
66,4467484.153768012
67,76523019.57749644
68,105849554.87715346
69,8901398.29915145
70,947.5291704446374
71,1122648.9114446442
72,1570645.597343448
73,194525.3036584726
74,146249392.72736517
75,115774041.71748035
76,2752137.566757708
77,651114.2862969931
78,884176555.2195436
79,204811856.8696428
80,1493521227.7093246
81,12686991335.649658
82,1362795494.7483132
83,1175971476.0787175
84,645862987.9188268
85,0.0
86,293976662.6367567
87,26856070571.385525
88,300087.2317228976
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,84879957.87276421
96,483.48282265257285
97,0.0
98,13428933438.811655
99,3392408892.701306
100,2556105456.8061323
101,3535936437.0392885
102,2321765271.5584807
103,478210280.7106378
104,8909580515.177763
105,14083349036.197536
106,39792.37854923676
107,2782662180.9407315
108,93163000839.22664
109,10191223180.158703
110,10968300704.251554
111,0.0
112,0.0
113,116465549.95590106
114,138915626.7056916
115,76376194.80114594
116,185514588.4353418
117,1047464575.2058754
118,14527.022822871058
119,623875380.200004
120,252866011.6805279
121,145759452.14121088
122,127708946.31947616
123,1990850382.2425342
124,5228916.593591391
125,18370958328.281776
126,4184170881.2548976
127,926578855.4371198
128,1764564263.3428
129,1693166745.6701868
130,5330406499.986414
131,2043190064.3633473
132,117534210.89394017
133,3270854994.4694285
134,29658194547.434464
135,1839539.7512429117
136,109385313.03895082
137,26427.115150044956
138,805719021.0015594
139,874101335.7715119
140,7716710669.721276
141,910466396.9297234
142,343603520.3819907
143,288429985.3516528
144,284261969.0997557
145,434013286.7012232
146,39362044.19794727
147,2522153.5803865246
148,6210327.564914521
149,16806522.820764672
150,1408434.110300924
151,236232965.9881959
152,1772113176.8763871
153,161135836.6129859
154,124298246.04733805
155,13252823.356327409
156,77007756.48504795
157,14936934.136170093
158,263740005.09598166
159,21266909.924584754
160,59339.231221608636
161,94870249.23200394
162,71639411.4439292
163,8566309.362965558
164,18067998.901636627
165,58889544.382390186
166,367104987.3526098
167,315778710.5107694
168,417183709.2847211
169,174815583.5108582
170,120785940.02187614
171,29335676872.240368
172,98326054.59349519
173,167116309.86352986
174,937909.8048725595
175,357804139.9956079
176,105320.19664449945
177,923234212.3213732
178,597443.8786886671
179,50146996.64475905
180,62975989.95971994
181,6286701.864568213
182,132785734.99999337
183,44290459.890545785
184,234170.4439087075
185,366762924.51283556
186,824294492.4612061
187,44709912.23857467
188,67151766.90148476
189,28759.441857298963
190,66720442.59455411
191,55562860.09436737
192,0.0
193,116791207.94498178
194,216823.69257829935
195,70992.36535893647
196,57629460.45524562
197,373167882.431434
198,787713024.0189769
199,308347752.98655254
200,77435516.97357085
201,269.75108447470586
202,1346425993.1148646
203,147127389.97320727
204,583725.02711123
205,1708320.6479816209
206,74956255.6127509
207,7118.266213458527
208,49268939.06801328
209,7447125.954029028
210,557207.0436423066
211,2909673790.3589497
212,841864413.6302077
213,100939173.97735032
214,63321027.91864996
215,258876700.42952782
216,12153.783538640819
217,1343709824.6655302
218,1950.8570249417378
219,3363.5665266533147
220,19036642745.051052
221,0.0
222,8207401288.281802
223,230314255.45737514
224,547827895.9388534
225,304241114.60259503
226,318711575.8646832
227,374217.9123673275
228,179870.40015475673
229,10038.990304739646
230,8405.152165236575
231,4569.011451011572
232,1490.6020845941873
233,244730.1906855952
234,35860738.758754514
235,7172796.330424237
236,3172.551065195686
237,21200.11186576817
238,815120.4378771684
239,2451.698193815677
240,0.0
241,1598945.9626787384
242,4199793.985376444
243,210019.89995345252
244,0.0
245,16391636218.436813
246,5020971.873672053
247,2679599.0462767025
248,1582002.1951339825
249,169639.60992690985
250,18.12577788206501
251,247820.82343250117
252,177240.77977030977
253,279578.8012082162
254,13755231.662201917
255,282327.2362455393
256,26906518.200337537
257,49032185.35720128
258,11947402.86761668
259,2284809.582168965
260,8751544.295735301
261,570055164.768823
262,168907.63487247544
263,409123.45409932296
264,14482405.844754739
