,2000
1,5343773127
2,505276.5919
3,369060833.3
4,34053169.98
5,2006717465
6,6325979880
7,1742550884
8,4029983792
9,4914279646
10,384707.6115
11,741394.511
12,4742315910
13,1129104964
14,1385497856
15,3898745820
16,133404073
17,10412706.35
18,16765882.81
19,7825.596314
20,37221582.06
21,3774034415
22,429762657.8
23,1722868945
24,10742913.37
25,5191443299
26,35290462699
27,6333471925
28,7940934153
29,11201750071
30,287885821.8
31,195967684.2
32,1890504808
33,63749095.11
34,202244367
35,491308435.4
36,1307385661
37,58366255.36
38,44779156.65
39,3934013747
40,2473712742
41,9189.378886
42,435857743.9
43,551906032
44,764480311.6
45,4636577707
46,397658766.5
47,233982144.7
48,1229944355
49,1107487572
50,351358123.3
51,41871969.1
52,2744292649
53,1535935964
54,237641.8
55,2494335268
56,510200354.1
57,813296979
58,10830940.09
59,429185994.2
60,2169280.607
61,2826766.31
62,819907200.3
63,4347230.81
64,151573449.4
65,2454345.853
66,1028846.966
67,4453024.055
68,75912273.11
69,105210335.2
70,8774931.263
71,947.5291704
72,1131247.548
73,1585130.402
74,192889.8558
75,145973535.2
76,111497073.4
77,2697858.806
78,651114.2863
79,755108538.8
80,201379616.5
81,1496714418
82,12707983044
83,1356194060
84,1196291319
85,623774514.9
86,0
87,295198848.2
88,26954086195
89,302141.5794
90,0
91,0
92,0
93,0
94,0
95,0
96,84879957.87
97,483.4828227
98,0
99,12596182093
100,3395458034
101,2286918986
102,3601367219
103,2327376277
104,471607979.2
105,8854909751
106,13762840116
107,39792.37855
108,2709440368
109,94824720539
110,10438881418
111,11179385026
112,0
113,0
114,116023454
115,139125091.5
116,76265256.41
117,183359418.2
118,1031733656
119,14756.10087
120,624919551.1
121,251324582.3
122,149313353
123,128302823.7
124,1994133452
125,5088555.208
126,18372695182
127,4299075734
128,989497665.9
129,1804377350
130,1741221199
131,5300284439
132,2082402120
133,116457831.1
134,3175633904
135,28994062087
136,2116689.476
137,108790354.3
138,26427.11515
139,810263003.6
140,873332355.6
141,7756374554
142,910208301.6
143,355134075.4
144,286612701.3
145,283545687.7
146,442635691.9
147,39466691.84
148,2613785.416
149,6232340.743
150,16879452.13
151,1409130.065
152,237064597
153,1777392392
154,161984898
155,124652872.3
156,13292488.16
157,77175161.9
158,14986926.11
159,264971056.8
160,21297968.96
161,69581.53096
162,95291077.12
163,71955039.06
164,8551831.027
165,18483462.55
166,59516858.71
167,370194600.9
168,316183677.7
169,421893200.9
170,174835723.1
171,121913462.5
172,29469033094
173,98835634.14
174,165390010.4
175,919619.1075
176,365681071.7
177,114164.8399
178,937713584.8
179,582742.9631
180,50073041.83
181,63643032.33
182,6286701.865
183,132536442.5
184,44290459.89
185,239284.2869
186,368577292.4
187,835222772.1
188,45230943.48
189,67773938.81
190,27638.51703
191,65939653.75
192,55582915.5
193,0
194,116687272.9
195,221623.5703
196,71040.52802
197,58090828.81
198,372802465.7
199,794215916.7
200,318345516.6
201,76634772.87
202,269.7510845
203,1357428151
204,147295040.6
205,579072.1948
206,1702330.946
207,74302254.02
208,8375.04658
209,51428060.38
210,7573791.252
211,586888.7379
212,2923330829
213,852736832.6
214,103572118.3
215,65439922.14
216,264714051.1
217,11778.91686
218,1338026858
219,1950.857025
220,3363.566527
221,19118755613
222,0
223,7766361783
224,202311825.5
225,528837302.7
226,303533794.6
227,308847290.5
228,374217.9124
229,179870.4002
230,10038.9903
231,8405.152165
232,4569.011451
233,1490.602085
234,244730.1907
235,35356108.36
236,1056791.075
237,3172.551065
238,21200.11187
239,0
240,2451.698194
241,0
242,1439330.105
243,4092605.585
244,210019.9
245,0
246,16576021071
247,4161884.992
248,2600874.897
249,1570885.849
250,159190.6975
251,18.12577788
252,242305.3838
253,176082.425
254,270610.386
255,13709657.94
256,283219.1684
257,26906630.45
258,49087187.04
259,11781979.73
260,2318598.627
261,8751547.046
262,566694907
263,169077.8218
264,410364.8826
265,14612723.4
