,2002
0,5317284529.081872
1,510456.97799076815
2,368769190.6406948
3,35400022.285330564
4,2001607623.2169573
5,6292054777.785539
6,1737146249.6520128
7,4040018035.0354304
8,4373047179.929496
9,385038.9332291657
10,744424.7444149684
11,4796911259.958245
12,1101381692.876595
13,1387296757.6726658
14,3847391454.8426948
15,133443836.26471277
16,10404311.32705266
17,16910173.046782516
18,7825.596313970133
19,37172025.83238946
20,4675011656.144103
21,473861787.2855221
22,1686432638.1888542
23,9803128.453520395
24,5403434273.393028
25,35056837049.889465
26,6297776133.508152
27,7670277347.134921
28,11127714000.11758
29,286833381.4623385
30,195757136.7035549
31,1865500181.9373326
32,63712887.2792945
33,201911574.36106926
34,490356321.4951212
35,1304107708.0300467
36,56203650.60065725
37,44756654.82404663
38,3922450426.7495794
39,2479354028.0158443
40,9189.378885673708
41,422805828.3445609
42,546837214.5246756
43,750788231.4743956
44,4557183287.223295
45,395790497.03134793
46,232997472.9814866
47,1209633842.022725
48,1106375275.7780852
49,346790850.35401803
50,41776172.346983746
51,2653196556.9088917
52,1454693198.9423113
53,236936.36044914142
54,2355037808.6274004
55,490882295.32787335
56,750696862.2596714
57,12013166.639147887
58,432887893.733444
59,2188671.5243299142
60,2848085.657534282
61,820553001.3384651
62,4925641.499223902
63,152181326.5567261
64,2728829.159399743
65,1111147.1976548834
66,4449622.612770317
67,75940225.58477917
68,105769715.71850882
69,8886009.680692084
70,947.5291704446374
71,1122114.0741409315
72,1574227.2676128848
73,195094.29699142216
74,146277987.24674448
75,113764157.85019657
76,2702389.6158744665
77,651114.2862969931
78,839495075.7643008
79,202456911.44000646
80,1502123561.620174
81,12667406802.00927
82,1358185439.6398585
83,1186300170.2006981
84,630234292.3589694
85,0.0
86,294091345.74359375
87,26869197085.164883
88,302571.8701965843
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,84879957.87276421
96,483.48282265257285
97,0.0
98,13219281228.193626
99,3405341893.4142866
100,2338272405.050523
101,3528848384.077962
102,2326703753.188725
103,473574438.2136535
104,8943335101.910194
105,13975646359.438437
106,39792.37854923676
107,2754630664.574263
108,94396380066.37733
109,10379303491.310759
110,11095862998.578114
111,0.0
112,0.0
113,116158857.85868712
114,138557783.558817
115,76310883.88368376
116,184551857.2493319
117,1039047884.2349662
118,14527.022822871058
119,621835935.6297895
120,252072227.58981952
121,147960808.19531953
122,128188379.80366002
123,1994601456.3565073
124,5148300.456696071
125,18351851414.622868
126,4270741537.3023934
127,952000291.458958
128,1771662557.354151
129,1718480961.5117402
130,5329516823.697922
131,2064081813.849964
132,117011438.7251393
133,3252298810.150964
134,29630384702.124195
135,1873295.5883463116
136,109017494.41741128
137,26427.115150044956
138,812210723.6022105
139,871634521.557618
140,7747479521.810125
141,909163818.827855
142,344635820.65993536
143,287418029.7179444
144,280906564.08586586
145,436390960.44637847
146,39355756.4245764
147,2535042.7649681997
148,6219885.769325722
149,16848584.918972176
150,1412711.0446338647
151,236010384.45689622
152,1773082596.6112316
153,161463144.43405962
154,124003508.50597475
155,13264556.124989253
156,77190889.51082925
157,14957981.942404272
158,264376925.71412942
159,21295200.88831117
160,60955.10190833736
161,94977699.50361435
162,71720881.62676305
163,8555283.76273481
164,18331586.394361135
165,59303472.52725628
166,368590004.43748975
167,316236376.59574383
168,419931387.7565774
169,174330450.87823263
170,121444808.16184308
171,29335283176.294834
172,98576316.64864056
173,166000572.5386506
174,930904.0905888457
175,360745212.2728721
176,110115.57824430482
177,929938379.0151017
178,598493.8663845618
179,50108350.54176789
180,63399656.50151124
181,6286701.864568213
182,132602505.44380374
183,44290459.890545785
184,236910.6445574269
185,367337297.25602573
186,828159023.4012905
187,44996047.480685614
188,67276311.26902255
189,27734.471552560975
190,65862211.092530765
191,55739829.89333392
192,0.0
193,116656743.48102382
194,218400.51023059187
195,71019.88864524588
196,57841279.87672536
197,372601637.3036383
198,789032291.1461952
199,315199778.6245251
200,77186610.87705895
201,269.75108447470586
202,1354044191.062955
203,147465447.34542173
204,582732.0472304753
205,1704048.1731633432
206,74474731.94889414
207,7857.159343815345
208,49819270.815077126
209,7505218.486610665
210,578876.6591132475
211,2919131255.3461404
212,846121373.948521
213,102465662.0011022
214,64249826.11200686
215,261838213.1690672
216,11778.916855067684
217,1339028887.5899234
218,1950.8570249417378
219,3363.5665266533147
220,18970747398.556095
221,0.0
222,8201538870.072196
223,208620226.1310684
224,542660238.6019343
225,302606819.70870847
226,317483729.850923
227,374217.9123673275
228,179870.40015475673
229,10038.990304739646
230,8405.152165236575
231,4569.011451011572
232,1490.6020845941873
233,244730.1906855952
234,35781834.405044876
235,7097488.553744277
236,3172.551065195686
237,21200.11186576817
238,790258.7252919254
239,2451.698193815677
240,0.0
241,1522245.472928391
242,4191704.8722466314
243,210019.89995345252
244,0.0
245,16400234726.736816
246,4585677.7064329935
247,2685061.596173235
248,1582002.1951339825
249,171961.67117684812
250,18.12577788206501
251,244511.58366002777
252,177240.77977030977
253,279578.8012082162
254,13688692.047592595
255,283109.30703568575
256,26906612.888481267
257,48955907.394658566
258,11871916.180098262
259,2288422.163046191
260,8747605.66200346
261,569053374.7508134
262,168915.73619134497
263,410052.91227172373
264,14527654.071621416
