,2005
0,5203222279.412565
1,516080.45132694516
2,364550358.2139136
3,35636608.476350985
4,2001522128.921314
5,6085512566.890546
6,1738158688.5743396
7,4023795441.3575583
8,4186213355.205702
9,386463.65215408045
10,745496.1911968767
11,4603109726.193794
12,1017605152.8310702
13,1372700475.839904
14,3857808252.290606
15,134124834.52238283
16,10417551.197737653
17,16493601.52775312
18,7825.596313970133
19,37633121.19215409
20,4779131354.867217
21,486709520.70905674
22,1691821758.6378348
23,15125548.980955813
24,5445146878.664405
25,34777920087.98541
26,6229309158.667764
27,7367139984.189523
28,10922786107.369738
29,286660267.4951285
30,195429728.31743196
31,1865762516.4487762
32,64054823.6503131
33,201739676.6732718
34,488398396.5247648
35,1311245650.4445264
36,54383461.77542151
37,44704399.50649403
38,3907050676.7204933
39,2487862755.196369
40,9189.378885673708
41,412691543.71525174
42,533465152.90409946
43,771212175.1076703
44,4488899678.412378
45,396864758.5427293
46,233454644.28183123
47,1205298884.2371173
48,1083063193.3579102
49,359665551.43959033
50,42962876.59152189
51,2672659111.977578
52,1415019334.4134758
53,236836.80290273082
54,2348126628.9872527
55,487866367.83270407
56,745548737.1505835
57,12305590.975201577
58,440387354.6429043
59,2194183.810133231
60,2904103.6678245184
61,818673508.2681204
62,5077711.250785674
63,152417274.3534936
64,2725359.638173766
65,1168484.519329643
66,4456129.793436199
67,76434943.90564637
68,106818198.5347876
69,8900216.910719031
70,947.5291704446374
71,1113517.4539241355
72,1567304.1412223105
73,194525.3036584726
74,145823511.10147727
75,115933783.05431063
76,2741589.189533537
77,651114.2862969931
78,892964453.0815172
79,204717754.12571827
80,1482934593.8662856
81,12631192325.74271
82,1338444456.4142888
83,1160217901.8206978
84,646747785.306251
85,0.0
86,291932573.99994355
87,26839860104.897144
88,300948.6625072735
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,84879957.87276421
96,483.48282265257285
97,0.0
98,13383599268.781107
99,3392948631.984218
100,2564949813.852478
101,3496788977.9015408
102,2321378372.7986684
103,480262794.0226393
104,8905549263.77469
105,14099744926.207975
106,39792.37854923676
107,2784741872.776902
108,93006268195.97089
109,10248602479.219702
110,10954667555.99789
111,0.0
112,0.0
113,116447947.6735237
114,138621209.0805012
115,76365940.14507805
116,185195826.53532076
117,1047696252.5489625
118,14500.600750421067
119,623163387.5675855
120,252547780.07548636
121,145208401.9782412
122,128051063.63511947
123,1989460496.8905783
124,5248733.305770212
125,18349144502.81429
126,4220677550.9018292
127,959329196.7253487
128,1763273335.0762415
129,1700824596.6896262
130,5321135765.5230875
131,2052351914.4975355
132,117508783.36367114
133,3273311678.744989
134,29482497146.065617
135,1784561.9428239027
136,109401632.0663983
137,26427.115150044956
138,807451461.8222317
139,874527554.414631
140,7739871627.297761
141,910360810.3817949
142,343539432.8097814
143,288664982.3757647
144,282087931.93192947
145,434039262.15384984
146,39351872.78647572
147,2501769.506453218
148,6206209.68312484
149,16767063.311530702
150,1408996.4681586402
151,235643863.3412198
152,1771551169.763464
153,160352131.64979666
154,124232212.00385745
155,13245391.633078897
156,76950193.3420901
157,14925929.880027628
158,263364319.23773614
159,21261870.046623543
160,58911.845375359866
161,94509711.48833504
162,71615772.6897546
163,8559722.550136989
164,18065603.79095726
165,58888774.7660756
166,366881005.51118517
167,315865952.93197304
168,416966001.38406664
169,174715307.5789353
170,120676512.78950906
171,29313870148.543064
172,98061447.18702415
173,167175804.68871805
174,937876.2744250757
175,356755804.78539485
176,105289.25395474407
177,916796747.6440656
178,599383.4953154633
179,50057136.697513334
180,62833998.85749699
181,6286701.864568213
182,132841003.99256562
183,44290193.5595942
184,233258.26063310797
185,366632969.44987977
186,822989440.1891346
187,44614385.75970631
188,66859784.4377521
189,28414.343027775678
190,66846595.757953204
191,55450176.19307638
192,0.0
193,116812501.53953546
194,215547.99926210684
195,70971.72440083908
196,57573905.6935004
197,372893871.46103096
198,786247898.918065
199,303412142.7150542
200,77445461.0613085
201,269.75108447470586
202,1344934628.7423465
203,147143164.22892937
204,583725.02711123
205,1702303.9026318954
206,74947104.0142931
207,7118.266213458527
208,49189651.125637785
209,7429578.17025105
210,547653.404571749
211,2907883003.653302
212,840568007.5399987
213,100366053.1883211
214,63273607.38309601
215,256418648.01187876
216,12153.783538640819
217,1345891644.2051587
218,1950.8570249417378
219,3363.5665266533147
220,19071086842.00762
221,0.0
222,8108344863.507991
223,231426554.19927582
224,552131493.2221538
225,305337166.13039136
226,318605441.1374805
227,374217.9123673275
228,179870.40015475673
229,10038.990304739646
230,8405.152165236575
231,4569.011451011572
232,1490.6020845941873
233,244730.1906855952
234,35831674.14118467
235,7113850.486071683
236,3172.551065195686
237,21200.11186576817
238,823419.0035039072
239,2451.698193815677
240,0.0
241,1547120.2255011802
242,4197770.697866777
243,210019.89995345252
244,0.0
245,16317131280.09092
246,5016226.733663437
247,2685457.449826984
248,1582002.1951339825
249,169639.60992690985
250,18.12577788206501
251,247820.82343250117
252,177240.77977030977
253,279578.8012082162
254,13751318.45158449
255,282061.36707386875
256,26906414.5733239
257,48510947.860741615
258,11943163.719882663
259,2284809.582168965
260,8753428.21179702
261,571110397.1358365
262,168842.8389023125
263,408959.49683212396
264,14157394.226057261
